H3K4me3	H3K9me2	H3K27me3	H3K5ac	H3K56ac	Mnase	ATAQ	Transcripts_ds	Exons_ds	TE_ds	SNPs_ds	TSS_dt	TTS_dt	Telomere_dt	Centromere_dt	AT	CG	mCG	mCHG	Motif_ds	class
0.0938083819803979	0.61753182174544	0.0297060274779216	0.140984472062334	0.0843328426222427	0.416666666666667	0.102564102564103	0.222222222222222	0.176470588235294	0	0.130952380952381	0	0	0.0802216066429654	0.734756435785114	0.405345211581292	0.483296213808463	0.291667	0	0	1
0.155300427723933	0.598864859719319	0.0670257760671469	0.0999788273902994	0.152446006052103	0.23015873015873	0.0512820512820513	0.111111111111111	0.0588235294117647	0	0.0476190476190476	0	8.32866423368718e-05	0.0820247557911336	0.73315080420206	0.5	0.5	0	0	0	1
0.0230700358575626	0.862454675043018	0.467378730478855	0.0716360319814984	0.0422126876078673	0.242063492063492	0.0384615384615385	0	0	0	0.238095238095238	0.00738199661296626	0.0177078758877599	0.0830462721814925	0.732241185061217	0.566815144766147	0.433184855233853	0.666667	0	0	1
0.0589055875015619	0.75082358586	0.0291404523985137	0.205138158064389	0.178621720466637	0.472222222222222	0.0769230769230769	0.111111111111111	0.117647058823529	0	0.214285714285714	0.0104858335520242	0	0.0838916750621664	0.731488387896882	0.496659242761693	0.503340757238307	1	0	0	1
0.0690353743371735	0.76295238733434	0.103167186250302	0.381366881966773	0.234091209351192	0.452380952380952	0.0641025641025641	0.333333333333333	0.176470588235294	0	0.119047619047619	0	0.00607613913412178	0.0840737539463078	0.731326253995046	0.455456570155902	0.544543429844098	0	0	0	1
0.0296321831529393	0.51858637488111	0.218643324213692	0.187216765449558	0.168125169075135	0.646825396825397	0.141025641025641	0	0	0	0.119047619047619	6.0415317548573e-05	0.00355103956872662	0.0863461702208264	0.729302758964742	0.244988864142539	0.755011135857461	0	0	0	1
0.368251140422197	0.452836882224493	0.0811962699400265	0.202004340384989	0.418955341096635	0.234126984126984	0.166666666666667	0.111111111111111	0.117647058823529	0	0.202380952380952	0.000532409985896799	0	0.086361792213888	0.729288848210063	0.270601336302895	0.729398663697105	0	0	0	1
0.0750736605563086	0.603356267827921	0.030536609018358	0.377340693077235	0.281861881604415	0.591269841269841	0.0256410256410256	0.222222222222222	0.470588235294118	0	0.273809523809524	0.00746129171724876	7.19293729272983e-05	0.0919677798518776	0.724296942346418	0.415367483296214	0.584632516703786	1	0	0	1
0.0829117668273016	0.468856904338876	0.0579998269764268	0.171487280826166	0.174482656298822	0.357142857142857	0.0769230769230769	0.333333333333333	0.176470588235294	0	0.107142857142857	0	0.00152376697911777	0.0952107031666246	0.721409249944005	0.283964365256125	0.716035634743875	0.5	0	0	1
0.0267854875243517	0.72519944591473	0.0442947186434952	0.105970268769994	0.017174363910506	0.222222222222222	0	0.111111111111111	0.117647058823529	0	0.273809523809524	0	0.00143669458031104	0.0971550036015611	0.719677928833685	0.601336302895323	0.398663697104677	0	0	0	1
0.0676444503742372	0.591278596582138	0.0273849128231327	0.215853398678883	0.0616505612770232	0.523809523809524	0	0.111111111111111	0.176470588235294	0	0.226190476190476	0	5.30005905780093e-05	0.0971599365073615	0.719673536280047	0.478841870824053	0.521158129175947	0	0	0	1
0.0209918616979668	0.822299865415218	0.0675441628993007	0.128094967297819	0.0229412677541998	0.130952380952381	0.0384615384615385	0	0	0.03125	0.392857142857143	0.0134858316640455	0.00452019322501022	0.0995873782879724	0.717511997289812	0.729398663697105	0.270601336302895	1	0.833333333333333	0	1
0.124669793127363	0.416213189702273	0.071780504893729	0.130124009060791	0.19067481163195	0.317460317460317	0.0256410256410256	0.111111111111111	0.0588235294117647	0	0.25	0	0.000270681587594833	0.101312417470833	0.715975919480153	0.234966592427617	0.765033407572383	0	0	0	1
0.129185766826624	0.385888132964718	0.0820087284579668	0.116342133086139	0.196116409672461	0.329365079365079	0.0128205128205128	0.666666666666667	0.117647058823529	0	0.19047619047619	0	0	0.101315109987131	0.715973521902997	0.201559020044543	0.798440979955457	0	0	0	1
0.241961339933012	0.672193950242727	0.0318035108739845	0.399709690947759	0.30131600745713	0.321428571428571	0.128205128205128	0.111111111111111	0.0588235294117647	0	0.238095238095238	0	0	0.106159479913282	0.711659805890471	0.456570155902005	0.543429844097996	0.166667	0	0	1
0.120497021238554	0.761715890210382	0.461097906380569	0.191827236933718	0.0769430796105348	0.246031746031746	0.0256410256410256	0.111111111111111	0.117647058823529	0	0.0476190476190476	0.000987412846184489	0.00568242046125657	0.110769297254191	0.707554949493986	0.553452115812918	0.446547884187082	0	0	0	1
0.127304675502434	0.517139809906488	0.0175276983043348	0.449709623086831	0.35863483755156	0.412698412698413	0.0897435897435897	0.111111111111111	0.0588235294117647	0	0.0476190476190476	0.0126362412610187	0	0.118937973318554	0.70028107295748	0.39532293986637	0.60467706013363	0	0	0	1
0.100353259130404	0.657228136817155	0.234651424178916	0.0886155149083674	0.0553580827875745	0.317460317460317	0	0.111111111111111	0.0588235294117647	0	0.0357142857142857	0.000166142123258576	0	0.119946371283638	0.699383135245188	0.251670378619154	0.748329621380846	0.666667	0	0	1
0.0491042720582932	0.810815716367605	0.0178870812598715	0.236728098903232	0.128864087707268	0.380952380952381	0.0128205128205128	0	0	0	0.214285714285714	0.0143694056831934	0.0198865787361631	0.125420506600923	0.69450863855462	0.532293986636971	0.467706013363029	0	0	0	1
0.0147581857949329	0.786637023062998	0.0325339028749611	0.198888166547005	0.0547024906733437	0.21031746031746	0.166666666666667	0	0	0	0.0595238095238095	0.00223347877062381	0.00495176946257401	0.146188606866289	0.676015482988433	0.566815144766147	0.433184855233853	0.5	0	0	1
0.163499852526504	0.448584998883007	0.157249362873177	0.172022024942963	0.428646098741976	0.392857142857143	0.0512820512820513	0.111111111111111	0.117647058823529	0.03125	0.0714285714285714	0	0.000963475021578812	0.146202825241831	0.676002822098537	0.185968819599109	0.814031180400891	0	0	0	1
0.0128114001922743	0.850044120511309	0.0162491703588051	0.117315937410508	0.0560375289131588	0.222222222222222	0.0256410256410256	0.111111111111111	0.0588235294117647	0.0625	0.464285714285714	0.01911956002545	0	0.147972564244147	0.674426940902703	0.644766146993319	0.355233853006681	0.166667	0.125	0	1
0.01629607530867	0.942329150555575	0.0208565213986733	0.0733569851289561	0.0561701677015638	0.0992063492063492	0	0.222222222222222	0.294117647058824	0	0.30952380952381	0.0026601619508106	0	0.153320542688739	0.669664781818496	0.773942093541203	0.226057906458797	1	0	0	1
0.20781064335355	0.713873675322243	0.0199315633637287	0.190641027903057	0.180073145311297	0.25	0.102564102564103	0	0	0	0.107142857142857	0.00392133170463706	0.0105262958644396	0.158745085769736	0.664834445013948	0.497772828507795	0.502227171492205	0	0	0	1
0.0568939541961882	0.578586288993061	0.222219714634204	0.213385296708338	0.0911320222539576	0.396825396825397	0.0256410256410256	0.333333333333333	0.0588235294117647	0	0.321428571428571	0	0.00172819782849009	0.170863561777438	0.654043430950457	0.310690423162584	0.689309576837417	0	0	0	1
0.0916982072573214	0.444672104930859	0.315242111612515	0.186373932717246	0.148698567081674	0.345238095238095	0	0.333333333333333	0.235294117647059	0	0.25	0	0	0.170870067004786	0.654037638307904	0.210467706013363	0.789532293986637	0	0	0	1
0.0372904767338972	0.770900431506921	0.716808282700003	0.16285062045247	0.0371302103976228	0.404761904761905	0	0.222222222222222	0.0588235294117647	0	0.0595238095238095	0	0.0087753834971304	0.178972617838043	0.646822643622413	0.570155902004454	0.429844097995546	0	0	0	1
0.0186033328671523	0.780664046126892	0.0328700336506914	0.12251069148929	0.026191966598093	0.329365079365079	0.141025641025641	0	0	0	0.238095238095238	0.0171730540131819	0.0276114148129079	0.182766413791924	0.643444421355329	0.571269487750557	0.428730512249443	1	1	0	1
0.0333303646743579	0.590403321326602	0.114750875119723	0.147478762922417	0.141281280210712	0.452380952380952	0.0769230769230769	0	0	0	0.25	0.00274323301243989	0.0014934809273589	0.206719342452699	0.622115304569033	0.300668151447661	0.699331848552338	0	0	0	1
0.151096501847397	0.673661629362475	0.0211099017697986	0.233254297971908	0.299070060542006	0.301587301587302	0.128205128205128	0.222222222222222	0.117647058823529	0	0.404761904761905	0	0.00365514787164771	0.215750811409019	0.614073145764603	0.425389755011136	0.574610244988864	0	0	0	1
0.019765173431202	0.790593263639357	0.0228596283002281	0.143013513825307	0.0541006356176564	0.222222222222222	0.0512820512820513	0.111111111111111	0.0588235294117647	0.09375	0.154761904761905	0.00252989142234649	0	0.23580897138063	0.596212163393237	0.540089086859688	0.459910913140312	1	0.25	0	1
0.00536661301633926	0.696002519740607	0.0202321319821081	0.202719594571669	0.0737749523444037	0.424603174603175	0.0512820512820513	0	0	0.125	0.25	0.00398552297953242	0.00861259596892651	0.237275299561333	0.594906457295407	0.461024498886414	0.538975501113586	0	0	0	1
0.0197815970008192	0.686875214776036	0.19012076429915	0.219943376841237	0.0695921121337753	0.420634920634921	0.102564102564103	0	0	0	0.166666666666667	0.00885084402086594	0.00445583536502264	0.240973966687487	0.591612943412216	0.364142538975501	0.635857461024499	0	0	0	1
0.0179982005185784	0.793378586195053	0.386770603910401	0.209667196434315	0.034746644186227	0.353174603174603	0.0769230769230769	0	0	0	0.119047619047619	0.00931528677452059	0.00560102669715463	0.250210606735402	0.583388088026679	0.466592427616926	0.533407572383074	0	0	0	1
0.0157073665297133	0.70457964913122	0.0505341675394784	0.185463917665693	0.104487647291967	0.321428571428571	0.0769230769230769	0	0	0	0.0476190476190476	0.00410068967860939	0.00127579993034208	0.265105984797014	0.570124354695714	0.458797327394209	0.541202672605791	0.75	0.333333333333333	0	1
0.156594503420674	0.623823792259715	0.0241795314480603	0.313495095690695	0.34415807397994	0.186507936507937	0.115384615384615	0.111111111111111	0.0588235294117647	0	0.130952380952381	0	0	0.268946201351443	0.566704796756303	0.345211581291759	0.654788418708241	0.225	0	0	1
0.0588563167927105	0.502066748254348	0.0401578823008853	0.0922840767045647	0.0841000694125517	0.246031746031746	0	0.222222222222222	0.117647058823529	0.03125	0.119047619047619	0	0.0207156594030619	0.293156720819625	0.545146305746418	0.305122494432071	0.694877505567929	1	1	0	1
0.0967873127416762	0.242339814988198	0.0282859347906295	0.0764412643305316	0.0394700005662051	0.301587301587302	0.0128205128205128	0.222222222222222	0	0.125	0.666666666666667	0.00645877504167713	0.0104846525432712	0.293193194630639	0.545113827288949	0.256124721603564	0.743875278396437	1	1	0	1
0.0555350307967327	0.710727690065105	0.0219876715574892	0.372811654707309	0.293733577430645	0.412698412698413	0	0	0	0.0625	0.333333333333333	0.00521082113856442	0.00143858745854597	0.314706588806023	0.525957017558713	0.462138084632517	0.537861915367483	0	0	0	1
0.0178512349677776	0.817093797174122	0.0289516994094972	0.300573696289772	0.199825053107942	0.246031746031746	0.0256410256410256	0.111111111111111	0.0588235294117647	0	0.345238095238095	0.0374726007095024	0	0.335491370525752	0.507449007830295	0.545657015590201	0.4543429844098	1	0.267857142857143	0	1
0.0171959853345989	0.893821728262562	0.025569875022953	0.0561013082229801	0.00805164629376824	0.285714285714286	0	0	0	0.4375	0.285714285714286	0.00178036388900951	0.0067518966639914	0.356001441353236	0.489185617070442	0.657015590200445	0.342984409799555	1	1	0	1
0.0373881715758466	0.816276876584511	0.0461743838257838	0.183321548152079	0.130702157241449	0.380952380952381	0.0512820512820513	0.111111111111111	0.176470588235294	0.03125	0.119047619047619	0	0	0.395404676359608	0.454098625700361	0.610244988864142	0.389755011135857	0.875	0	0	1
0.00937514920897653	0.83327275691061	0.0236727707058096	0.0877231436982306	0.0254299488947467	0.281746031746032	0	0	0	0.09375	0.761904761904762	0.0758042317153985	0.0739244665869134	0.41872262330068	0.433334934522288	0.552338530066815	0.447661469933185	1	1	0	1
0.0716365629972574	0.559717042720626	0.138819274826062	0.186664377491344	0.0720807932743222	0.496031746031746	0.0256410256410256	0.111111111111111	0.0588235294117647	0	0.142857142857143	0.00261862641999596	0	0.421113442810731	0.431206006186759	0.444320712694877	0.555679287305122	0.583333	0	0	1
0.00602101607376455	0.748979117663136	0.107774537290171	0.179132493034076	0.00996730689784605	0.444444444444444	0.0641025641025641	0	0	0	0.202380952380952	0.00440276626635226	0.0102707573027242	0.426236984163645	0.426643699279601	0.593541202672606	0.406458797327394	1	0.636363636363636	0	1
0.342626646886142	0.572474370246018	0.0278147362057299	0.257733770719638	0.639288028536738	0.150793650793651	0.0897435897435897	0.111111111111111	0.0588235294117647	0	0.226190476190476	0	0.000123037085270379	0.467253556041366	0.390120096502541	0.261692650334076	0.738307349665924	0	0	0	1
0.0254265641248963	0.843282002401108	0.0300712234784099	0.210641000758685	0.0805141037497457	0.329365079365079	0	0	0	0.0625	0.154761904761905	0.00136123262351628	0.00467351636203946	0.478980213568233	0.379677980991504	0.60913140311804	0.39086859688196	1	0	0	1
0.00940799634821085	0.686838533422215	0.0457438765555452	0.0751912660270548	0.0125385596161548	0.432539682539683	0.0256410256410256	0.111111111111111	0	0.03125	0.416666666666667	0.00216362355970827	0.0306665202840832	0.486206495431718	0.373243268477649	0.464365256124722	0.535634743875278	1	1	0	1
0.0105205662034092	0.663724069078683	0.0416019110556251	0.068633185894156	0.0113686645318638	0.464285714285714	0.0128205128205128	0.111111111111111	0	0.03125	0.488095238095238	0.00283574396743614	0.0299926556324485	0.486208897777087	0.373241129286001	0.376391982182628	0.623608017817372	1	1	0	1
0.0206486598875138	0.928652641983455	0.0223942427602799	0.146179226141116	0.0414844849316045	0.19047619047619	0.0256410256410256	0	0	0.09375	0.0595238095238095	0.068752631370276	0.0636726380665385	0.494596868834332	0.365771979404007	0.734966592427617	0.265033407572383	0.8	0.5	0	1
0.361607721854488	0.413515119561978	0.0863161947670971	0.184879635071071	0.361167294734922	0.321428571428571	0.0384615384615385	0.111111111111111	0.0588235294117647	0	0.297619047619048	0	0	0.514838700256116	0.347747445014993	0.28619153674833	0.71380846325167	0	0	0	1
0.062391109193711	0.727215623107499	0.0224472440524857	0.173661544976188	0.144575755097419	0.420634920634921	0.423076923076923	0	0	0.0625	0.130952380952381	0.0189987293903528	0.0163185032633221	0.520206788220934	0.342967379214179	0.608017817371937	0.391982182628062	1	0	0	1
0.0174250687334855	0.783434360640871	0.0291520784884169	0.0267351700119842	0.0149721930381936	0.301587301587302	0.0256410256410256	0	0	0.0625	0.857142857142857	0.0150415260909213	0.0155386374305314	0.525005614807485	0.33869421770849	0.569042316258352	0.430957683741648	1	1	0	1
